id_achat,id_client,date_achat,montant,produit
1631,331,2026-01-17,626.95,Speaker
1632,331,2025-06-06,54.43,Headphones
1633,332,2026-01-05,688.51,Tablet
1634,332,2025-10-22,760.16,Phone
1635,332,2025-02-18,121.25,Laptop
1636,333,2025-04-20,949.45,Tablet
1637,333,2025-02-20,870.06,Monitor
1638,333,2025-04-17,23.6,Phone
1639,334,2025-11-18,455.56,Laptop
1640,334,2025-09-06,338.56,Charger
1641,334,2025-02-21,219.76,Charger
1642,334,2025-06-06,528.03,Monitor
1643,335,2025-05-21,488.2,Tablet
1644,335,2025-08-26,698.12,Laptop
1645,335,2025-07-08,382.84,Charger
1646,335,2025-05-16,53.05,Tablet
1647,335,2025-08-08,69.51,Headphones
1648,335,2025-10-02,791.3,Monitor
1649,335,2025-07-02,62.55,Laptop
1650,335,2025-08-30,75.93,Monitor
1651,336,2025-02-21,853.56,Mouse
1652,336,2025-09-25,865.64,Laptop
1653,336,2025-08-23,299.57,Webcam
1654,336,2025-09-22,238.86,Webcam
1655,336,2025-01-28,513.45,Phone
1656,336,2025-07-22,904.83,Speaker
1657,336,2025-02-12,868.11,Charger
1658,336,2025-03-25,97.14,Headphones
1659,336,2025-04-28,505.64,Speaker
1660,336,2025-08-12,565.08,Laptop
1661,338,2025-11-07,923.05,Monitor
1662,338,2025-08-02,340.23,Webcam
1663,338,2025-10-10,746.95,Laptop
1664,339,2025-04-20,687.47,Mouse
1665,339,2025-03-02,628.98,Headphones
1666,339,2025-07-26,996.03,Charger
1667,339,2025-03-22,283.12,Laptop
1668,339,2025-07-02,629.53,Webcam
1669,341,2025-11-26,949.63,Headphones
1670,341,2025-02-01,160.19,Webcam
1671,341,2025-08-26,660.36,Phone
1672,341,2025-06-23,732.59,Charger
1673,341,2025-09-26,961.0,Headphones
1674,341,2026-01-07,423.16,Tablet
1675,341,2025-02-15,432.2,Monitor
1676,341,2025-07-13,910.64,Mouse
1677,342,2025-04-19,546.81,Headphones
1678,342,2025-06-08,655.95,Charger
1679,342,2025-10-17,687.21,Headphones
1680,342,2025-09-14,863.96,Monitor
1681,342,2025-03-23,691.65,Charger
1682,342,2025-06-04,910.47,Webcam
1683,342,2025-05-08,995.73,Tablet
1684,343,2025-04-09,933.7,Tablet
1685,343,2025-11-30,324.32,Charger
1686,343,2025-08-19,537.63,Phone
1687,343,2025-07-17,192.29,Tablet
1688,343,2025-10-06,729.81,Mouse
1689,343,2025-11-09,881.33,Webcam
1690,343,2025-12-30,961.58,Monitor
1691,343,2025-03-01,448.57,Monitor
1692,343,2025-03-19,160.44,Headphones
1693,343,2025-03-07,115.7,Tablet
1694,345,2026-01-11,620.78,Headphones
1695,345,2025-08-27,600.4,Headphones
1696,345,2025-01-26,690.5,Mouse
1697,345,2025-07-18,88.68,Speaker
1698,345,2025-11-04,142.75,Speaker
1699,345,2025-06-24,714.9,Mouse
1700,345,2025-10-04,192.14,Webcam
1701,345,2025-12-12,496.53,Tablet
1702,345,2025-06-01,172.15,Headphones
1703,347,2025-08-04,766.89,Laptop
1704,347,2025-06-20,926.18,Webcam
1705,347,2025-01-30,230.33,Headphones
1706,347,2025-06-26,760.2,Phone
1707,347,2025-10-01,185.31,Speaker
1708,347,2025-02-11,868.46,Speaker
1709,348,2025-02-18,868.11,Headphones
1710,348,2025-12-05,433.28,Laptop
1711,348,2025-09-18,611.85,Webcam
1712,348,2025-07-10,723.0,Webcam
1713,348,2025-07-22,615.39,Charger
1714,349,2025-04-17,644.98,Laptop
1715,349,2025-12-23,525.44,Speaker
1716,349,2025-03-09,462.33,Laptop
1717,349,2025-01-26,879.0,Headphones
1718,349,2025-02-18,523.52,Webcam
1719,349,2025-03-27,983.99,Laptop
1720,349,2025-03-30,562.12,Charger
1721,349,2025-09-16,767.51,Laptop
1722,350,2025-08-05,298.27,Webcam
1723,350,2025-08-09,885.55,Monitor
1724,350,2025-07-11,466.73,Webcam
1725,351,2026-01-08,617.0,Laptop
1726,351,2025-09-15,693.05,Tablet
1727,351,2025-08-19,468.94,Speaker
1728,351,2025-03-01,99.54,Charger
1729,352,2025-02-01,187.97,Charger
1730,353,2025-04-02,399.14,Mouse
1731,353,2025-05-07,456.38,Tablet
1732,354,2025-10-18,594.41,Headphones
1733,354,2025-06-09,883.72,Phone
1734,354,2025-06-03,257.58,Tablet
1735,354,2025-07-23,721.19,Phone
1736,354,2025-01-22,100.28,Speaker
1737,354,2025-07-28,637.73,Phone
1738,354,2025-04-25,528.58,Webcam
1739,355,2025-07-31,615.95,Tablet
1740,355,2025-05-09,384.89,Webcam
1741,355,2025-11-10,53.47,Tablet
1742,355,2025-05-14,913.13,Tablet
1743,355,2025-04-17,170.5,Tablet
1744,355,2025-07-12,187.08,Laptop
1745,355,2025-04-06,425.39,Monitor
1746,355,2025-09-18,732.86,Speaker
1747,356,2025-07-12,630.19,Phone
1748,356,2025-04-06,899.56,Headphones
1749,356,2025-03-22,13.5,Monitor
1750,356,2025-08-08,22.09,Speaker
1751,357,2025-09-04,548.07,Laptop
1752,357,2025-11-28,611.9,Speaker
1753,357,2025-02-12,245.5,Speaker
1754,357,2025-09-19,459.2,Speaker
1755,357,2025-11-27,88.61,Laptop
1756,357,2025-03-12,252.27,Charger
1757,357,2025-10-23,285.33,Charger
1758,358,2025-07-11,58.43,Tablet
1759,358,2026-01-15,64.51,Mouse
1760,358,2025-02-13,46.35,Laptop
1761,359,2025-03-19,582.31,Monitor
1762,359,2025-09-04,337.8,Phone
1763,359,2025-06-18,58.54,Webcam
1764,359,2025-09-03,993.8,Tablet
1765,359,2025-12-27,675.37,Charger
1766,359,2025-11-17,185.65,Speaker
1767,359,2025-06-15,751.84,Mouse
1768,359,2025-10-20,932.17,Phone
1769,359,2025-02-02,770.83,Mouse
1770,359,2025-05-15,374.88,Webcam
1771,360,2025-06-11,760.86,Charger
1772,361,2025-03-29,299.9,Tablet
1773,362,2025-10-10,697.67,Monitor
1774,363,2025-06-03,531.78,Charger
1775,363,2025-07-01,217.75,Headphones
1776,363,2025-11-20,615.93,Phone
1777,363,2025-04-10,575.65,Charger
1778,363,2025-12-16,987.32,Speaker
1779,364,2025-07-12,934.55,Monitor
1780,364,2025-12-31,432.78,Mouse
1781,364,2025-07-23,267.06,Mouse
1782,364,2025-06-15,927.83,Speaker
1783,364,2025-12-03,524.51,Speaker
1784,364,2025-09-07,497.58,Tablet
1785,364,2025-04-16,884.83,Headphones
1786,364,2025-07-27,711.5,Headphones
1787,364,2025-07-18,11.57,Laptop
1788,365,2025-02-14,629.21,Phone
1789,365,2025-08-25,740.09,Headphones
1790,365,2025-06-19,801.57,Webcam
1791,365,2025-08-11,419.9,Mouse
1792,365,2025-10-02,356.15,Headphones
1793,365,2025-10-29,21.18,Headphones
1794,365,2025-10-27,693.12,Monitor
1795,366,2025-02-01,314.69,Charger
1796,367,2025-04-29,330.68,Laptop
1797,367,2025-04-30,122.7,Mouse
1798,367,2025-09-12,347.95,Laptop
1799,367,2026-01-14,833.72,Headphones
1800,367,2025-05-22,337.21,Mouse
1801,367,2025-11-20,923.06,Speaker
1802,367,2025-08-27,917.0,Laptop
1803,367,2025-12-20,649.2,Speaker
1804,368,2025-11-27,630.93,Charger
1805,368,2025-07-08,896.97,Speaker
1806,369,2025-07-15,928.51,Laptop
1807,369,2025-10-22,836.75,Monitor
1808,369,2025-11-21,569.29,Mouse
1809,369,2025-08-21,559.63,Laptop
1810,369,2025-08-11,216.18,Mouse
1811,369,2025-09-24,801.54,Mouse
1812,370,2025-08-25,969.92,Monitor
1813,372,2025-11-01,983.78,Charger
1814,372,2025-03-09,843.98,Webcam
1815,372,2025-05-21,195.51,Phone
1816,372,2025-09-28,865.95,Monitor
1817,372,2026-01-09,708.21,Mouse
1818,374,2025-07-31,419.73,Speaker
1819,374,2025-08-31,878.28,Mouse
1820,374,2025-02-10,457.39,Monitor
1821,374,2025-09-05,223.98,Monitor
1822,375,2025-12-25,121.11,Laptop
1823,375,2025-12-04,780.01,Phone
1824,376,2025-08-23,510.93,Speaker
1825,376,2025-04-11,905.91,Tablet
1826,376,2025-12-23,198.31,Speaker
1827,376,2025-05-16,735.12,Charger
1828,376,2025-04-15,317.26,Mouse
1829,376,2025-03-29,151.86,Phone
1830,376,2026-01-08,823.92,Charger
1831,377,2025-03-29,992.79,Headphones
1832,377,2025-05-20,727.32,Speaker
1833,377,2025-09-22,393.71,Charger
1834,377,2025-04-29,124.68,Monitor
1835,377,2025-08-24,933.01,Phone
1836,377,2025-09-20,339.96,Laptop
1837,377,2025-03-27,112.07,Monitor
1838,377,2025-08-30,32.26,Monitor
1839,377,2025-11-02,642.46,Headphones
1840,377,2025-11-07,327.67,Headphones
1841,378,2025-09-26,283.88,Mouse
1842,378,2025-03-28,775.06,Phone
1843,378,2025-09-26,279.93,Tablet
1844,378,2025-10-05,280.9,Laptop
1845,379,2025-08-08,564.03,Phone
1846,379,2025-04-02,214.51,Mouse
1847,379,2025-07-06,553.87,Monitor
1848,379,2025-07-27,150.14,Monitor
1849,379,2025-03-01,578.34,Tablet
1850,379,2025-10-09,80.53,Mouse
1851,379,2025-05-04,545.17,Laptop
1852,379,2025-04-18,138.77,Speaker
1853,379,2025-08-24,904.26,Laptop
1854,380,2025-09-06,389.76,Phone
1855,381,2025-05-21,398.0,Speaker
1856,381,2025-12-08,620.15,Monitor
1857,381,2025-11-10,339.01,Headphones
1858,381,2025-06-04,715.77,Charger
1859,381,2025-06-10,87.76,Speaker
1860,381,2025-10-07,572.11,Phone
1861,382,2025-12-25,106.29,Monitor
1862,382,2025-07-05,687.63,Speaker
1863,382,2025-05-22,475.84,Headphones
1864,382,2025-04-21,152.28,Monitor
1865,382,2025-02-13,913.73,Webcam
1866,382,2025-03-04,191.52,Mouse
1867,382,2025-06-04,790.89,Mouse
1868,383,2025-08-07,492.63,Phone
1869,383,2025-06-10,480.58,Mouse
1870,383,2025-02-11,483.87,Tablet
1871,383,2025-11-11,289.43,Mouse
1872,383,2025-04-21,608.4,Tablet
1873,383,2025-07-18,512.87,Webcam
1874,383,2025-12-26,819.38,Phone
1875,384,2025-08-07,560.59,Phone
1876,384,2025-11-14,794.51,Charger
1877,384,2025-07-24,466.37,Webcam
1878,384,2025-06-20,246.19,Headphones
1879,384,2025-04-25,552.47,Speaker
1880,385,2026-01-12,75.4,Headphones
1881,385,2025-09-04,815.78,Webcam
1882,385,2025-07-16,786.47,Webcam
1883,385,2025-02-26,571.54,Mouse
1884,385,2025-06-27,549.08,Headphones
1885,385,2025-05-12,181.35,Phone
1886,386,2025-03-10,838.38,Phone
1887,386,2025-03-03,596.24,Speaker
1888,386,2025-10-23,332.12,Phone
1889,386,2026-01-16,823.8,Tablet
1890,386,2025-02-02,314.96,Webcam
1891,386,2025-02-12,78.91,Phone
1892,386,2025-02-26,688.65,Webcam
1893,386,2025-08-01,334.13,Laptop
1894,386,2025-03-05,99.63,Tablet
1895,387,2025-02-22,904.22,Laptop
1896,387,2025-10-16,759.51,Tablet
1897,387,2025-06-21,458.44,Monitor
1898,387,2025-02-01,396.08,Speaker
1899,387,2025-09-16,203.71,Mouse
1900,387,2025-02-08,306.74,Monitor
1901,387,2025-02-27,919.32,Webcam
1902,387,2026-01-10,720.61,Mouse
1903,387,2025-10-08,990.39,Laptop
1904,388,2025-05-02,986.56,Webcam
1905,388,2025-04-16,849.16,Monitor
1906,388,2025-04-08,71.79,Charger
1907,388,2025-08-26,968.22,Laptop
1908,388,2025-10-20,706.32,Mouse
1909,388,2025-12-23,118.6,Monitor
1910,388,2025-05-27,867.02,Headphones
1911,388,2025-04-14,437.4,Webcam
1912,388,2025-01-26,628.96,Webcam
1913,389,2025-08-19,387.75,Charger
1914,389,2025-10-24,219.1,Tablet
1915,389,2025-03-21,480.12,Headphones
1916,389,2026-01-06,559.87,Mouse
1917,389,2025-06-07,841.56,Tablet
1918,389,2025-08-04,295.59,Tablet
1919,390,2025-01-24,21.49,Laptop
1920,390,2025-03-17,152.56,Speaker
1921,391,2025-08-15,442.37,Tablet
1922,391,2025-08-30,93.82,Webcam
1923,391,2026-01-09,861.55,Webcam
1924,391,2025-11-10,627.02,Speaker
1925,391,2025-03-04,514.32,Charger
1926,391,2025-04-18,821.87,Webcam
1927,391,2025-06-15,361.75,Tablet
1928,391,2025-04-16,430.52,Laptop
1929,391,2025-08-29,582.16,Headphones
1930,391,2025-12-10,715.01,Monitor
1931,392,2025-12-19,927.3,Mouse
1932,392,2025-04-30,43.13,Laptop
1933,392,2025-01-19,572.47,Mouse
1934,392,2025-09-20,122.03,Speaker
1935,392,2025-06-26,962.12,Phone
1936,392,2025-11-29,150.67,Charger
1937,393,2025-11-24,470.29,Phone
1938,393,2025-06-30,528.12,Phone
1939,393,2025-04-12,252.78,Phone
1940,393,2025-11-24,687.23,Charger
1941,394,2025-06-16,319.37,Laptop
1942,394,2025-06-29,904.55,Charger
1943,394,2025-03-14,780.74,Speaker
1944,394,2025-12-09,459.49,Speaker
1945,394,2025-11-25,578.23,Mouse
1946,394,2025-10-19,426.81,Monitor
1947,394,2025-01-26,296.32,Laptop
1948,394,2025-10-25,698.1,Monitor
1949,394,2025-04-03,729.7,Monitor
1950,396,2025-09-21,478.43,Tablet
1951,396,2025-06-26,577.13,Monitor
1952,396,2025-12-04,810.81,Laptop
1953,396,2025-05-23,293.95,Phone
1954,396,2025-01-25,135.55,Phone
1955,396,2025-07-22,852.93,Monitor
1956,396,2025-06-08,259.53,Monitor
1957,396,2025-06-28,282.46,Monitor
1958,396,2025-04-03,24.06,Phone
1959,396,2025-03-11,607.78,Tablet
1960,397,2025-02-15,452.19,Tablet
1961,397,2025-11-20,268.64,Headphones
1962,397,2025-09-25,490.07,Charger
1963,397,2025-03-20,863.39,Mouse
1964,397,2025-06-14,984.23,Tablet
1965,397,2025-04-07,599.59,Tablet
1966,397,2025-05-27,839.24,Webcam
1967,397,2025-04-28,772.66,Headphones
1968,397,2025-10-06,664.06,Tablet
1969,397,2025-12-12,218.75,Mouse
1970,399,2025-06-05,271.75,Phone
1971,399,2025-12-05,62.0,Speaker
1972,399,2026-01-04,404.76,Monitor
1973,399,2025-09-26,481.5,Charger
1974,399,2025-08-12,241.32,Webcam
1975,399,2025-09-11,479.84,Tablet
1976,399,2025-02-10,535.14,Webcam
1977,399,2025-10-05,21.74,Speaker
1978,399,2025-01-26,388.18,Mouse
1979,399,2025-08-15,962.15,Laptop
1980,400,2025-05-29,918.54,Mouse
1981,401,2025-01-25,614.38,Monitor
1982,401,2025-06-26,341.62,Monitor
1983,401,2025-06-29,804.29,Monitor
1984,401,2025-06-22,657.8,Webcam
1985,401,2025-06-27,466.5,Headphones
1986,401,2025-05-25,736.97,Headphones
1987,402,2025-04-26,344.03,Tablet
1988,402,2025-12-17,320.14,Laptop
1989,402,2025-04-23,676.07,Phone
1990,402,2025-03-16,21.84,Phone
1991,402,2025-04-08,530.01,Speaker
1992,402,2025-08-20,358.0,Monitor
1993,402,2025-07-26,259.38,Laptop
1994,402,2025-07-31,33.46,Phone
1995,404,2025-03-30,660.04,Headphones
1996,404,2025-01-31,950.98,Phone
1997,404,2025-06-06,710.99,Phone
1998,404,2025-02-04,95.52,Tablet
1999,404,2025-04-11,382.2,Tablet
2000,404,2025-10-03,897.04,Tablet
2001,404,2025-03-17,260.8,Speaker
2002,404,2025-08-31,663.87,Phone
2003,404,2025-08-08,642.39,Monitor
2004,405,2025-04-19,695.3,Mouse
2005,405,2025-07-29,264.76,Phone
2006,405,2025-04-21,284.51,Laptop
2007,405,2025-03-13,388.97,Mouse
2008,405,2025-03-10,996.0,Monitor
2009,405,2025-06-26,956.05,Monitor
2010,406,2025-12-02,446.17,Speaker
2011,406,2025-03-27,979.63,Headphones
2012,407,2025-06-16,398.71,Speaker
2013,407,2025-03-19,117.35,Charger
2014,407,2025-02-11,771.02,Headphones
2015,407,2025-12-03,617.83,Phone
2016,407,2025-09-02,913.48,Monitor
2017,407,2025-08-15,112.25,Phone
2018,407,2025-10-31,79.71,Monitor
2019,407,2025-12-03,779.46,Laptop
2020,407,2025-12-01,897.55,Tablet
2021,408,2025-10-16,643.93,Laptop
2022,408,2025-05-03,667.96,Monitor
2023,408,2025-07-09,160.09,Mouse
2024,408,2025-06-21,905.57,Laptop
2025,408,2025-03-20,520.23,Speaker
2026,408,2025-01-24,483.36,Webcam
2027,408,2026-01-04,845.61,Phone
2028,408,2025-08-26,544.73,Laptop
2029,408,2025-02-15,390.58,Speaker
2030,408,2025-10-27,129.99,Charger
2031,409,2025-04-26,340.11,Monitor
2032,409,2025-10-31,406.61,Phone
2033,409,2025-08-01,371.7,Mouse
2034,409,2025-10-30,89.65,Speaker
2035,409,2025-08-08,762.85,Monitor
2036,410,2025-06-02,211.09,Charger
2037,410,2025-03-24,48.94,Webcam
2038,410,2025-08-01,664.13,Monitor
2039,410,2025-03-27,698.92,Phone
2040,410,2025-11-02,634.31,Mouse
2041,410,2025-05-17,491.64,Speaker
2042,410,2025-03-21,737.97,Tablet
2043,410,2025-04-27,45.34,Laptop
2044,410,2025-11-11,722.54,Headphones
2045,410,2025-07-20,494.34,Phone
2046,411,2025-12-11,646.97,Speaker
2047,411,2025-06-11,538.6,Speaker
2048,411,2025-03-20,966.91,Laptop
2049,411,2025-07-08,46.67,Laptop
2050,411,2025-11-23,344.34,Laptop
2051,411,2025-04-16,411.45,Headphones
2052,411,2025-08-28,809.03,Charger
2053,411,2025-06-01,463.79,Charger
2054,412,2025-10-31,743.64,Headphones
2055,412,2025-07-06,925.57,Laptop
2056,413,2025-07-03,494.01,Laptop
2057,413,2025-10-04,476.51,Laptop
2058,414,2025-10-06,704.28,Tablet
2059,414,2025-03-18,24.22,Laptop
2060,414,2025-08-27,905.62,Phone
2061,415,2025-02-02,615.11,Phone
2062,415,2026-01-12,819.62,Phone
2063,415,2025-03-08,123.04,Headphones
2064,415,2025-05-03,72.48,Headphones
2065,415,2025-07-30,431.95,Webcam
2066,415,2025-07-16,330.99,Charger
2067,415,2025-10-21,145.96,Headphones
2068,417,2025-08-07,181.71,Phone
2069,417,2025-10-10,129.54,Tablet
2070,417,2025-12-09,759.97,Tablet
2071,417,2025-07-07,699.33,Charger
2072,417,2025-09-11,173.36,Headphones
2073,417,2025-07-27,926.42,Laptop
2074,417,2025-11-01,142.04,Webcam
2075,417,2025-08-17,779.89,Laptop
2076,417,2025-11-20,880.83,Phone
2077,420,2025-06-15,926.88,Monitor
2078,420,2025-04-20,422.06,Speaker
2079,421,2025-12-26,214.1,Monitor
2080,421,2025-03-20,527.86,Webcam
2081,422,2025-11-28,938.71,Laptop
2082,422,2025-03-05,600.31,Speaker
2083,422,2025-01-31,615.93,Phone
2084,423,2025-02-13,828.22,Monitor
2085,423,2026-01-17,354.38,Laptop
2086,423,2025-11-22,562.13,Headphones
2087,423,2025-03-01,126.33,Charger
2088,423,2025-12-14,977.02,Mouse
2089,423,2025-06-07,864.1,Charger
2090,423,2025-05-07,512.47,Speaker
2091,423,2025-01-26,772.63,Headphones
2092,423,2025-07-15,283.66,Headphones
2093,423,2025-10-19,121.55,Tablet
2094,424,2025-04-06,845.34,Speaker
2095,424,2025-10-28,502.54,Tablet
2096,424,2025-10-19,673.44,Laptop
2097,424,2025-07-01,63.49,Mouse
2098,424,2025-08-22,292.21,Webcam
2099,424,2025-10-22,258.87,Speaker
2100,424,2025-03-10,52.88,Laptop
2101,424,2025-11-04,925.61,Tablet
2102,424,2025-06-12,166.47,Laptop
2103,424,2025-03-11,490.21,Phone
2104,425,2025-12-13,896.13,Speaker
2105,426,2025-12-14,583.96,Webcam
2106,426,2025-04-20,206.76,Mouse
2107,426,2025-06-13,237.76,Phone
2108,426,2025-10-05,332.87,Phone
2109,426,2025-06-02,244.75,Webcam
2110,426,2025-04-02,871.19,Webcam
2111,426,2025-03-06,892.45,Phone
2112,426,2026-01-04,476.28,Speaker
2113,426,2025-04-17,63.8,Webcam
2114,427,2025-03-12,224.0,Speaker
2115,427,2025-09-09,186.28,Mouse
2116,428,2025-02-24,463.16,Headphones
2117,428,2025-06-03,635.7,Monitor
2118,429,2025-05-26,342.53,Laptop
2119,429,2025-12-16,695.29,Laptop
2120,429,2025-12-08,287.8,Phone
2121,430,2025-12-03,463.99,Tablet
2122,430,2025-02-15,762.74,Headphones
2123,430,2025-05-05,887.54,Tablet
2124,430,2025-11-14,791.65,Tablet
2125,430,2025-08-07,582.34,Charger
2126,430,2025-02-01,856.45,Phone
2127,430,2026-01-12,417.58,Charger
2128,431,2025-11-24,863.58,Headphones
2129,431,2025-02-11,595.67,Speaker
2130,431,2025-05-19,286.38,Webcam
2131,431,2025-05-11,738.82,Headphones
2132,431,2025-07-22,255.35,Webcam
2133,431,2025-01-22,583.67,Tablet
2134,431,2025-02-24,914.62,Laptop
2135,432,2025-10-17,980.38,Laptop
2136,432,2025-08-11,991.36,Charger
2137,432,2025-02-08,43.28,Charger
2138,432,2025-07-23,400.38,Phone
2139,432,2025-09-05,457.92,Headphones
2140,432,2025-06-02,92.26,Laptop
2141,433,2025-07-01,950.43,Tablet
2142,433,2025-05-20,364.82,Headphones
2143,433,2025-08-30,651.16,Phone
2144,433,2025-05-24,25.77,Monitor
2145,433,2025-05-17,170.18,Speaker
2146,433,2025-06-01,859.34,Laptop
2147,434,2025-11-07,469.12,Tablet
2148,434,2025-08-20,875.46,Webcam
2149,434,2025-12-07,193.1,Mouse
2150,434,2025-10-22,630.54,Laptop
2151,434,2025-06-25,861.78,Phone
2152,434,2025-07-25,391.03,Mouse
2153,434,2025-09-18,535.61,Monitor
2154,435,2025-08-06,755.36,Charger
2155,435,2025-10-19,579.48,Headphones
2156,435,2025-07-22,789.81,Phone
2157,435,2026-01-18,624.25,Mouse
2158,435,2025-03-15,738.4,Laptop
2159,435,2025-11-15,519.59,Mouse
2160,437,2025-05-18,389.13,Speaker
2161,438,2025-10-06,50.47,Mouse
2162,438,2025-10-12,183.51,Charger
2163,438,2025-09-07,707.82,Charger
2164,438,2025-03-11,712.24,Headphones
2165,438,2025-10-23,147.02,Mouse
2166,438,2025-03-30,246.25,Phone
2167,438,2025-08-31,652.55,Headphones
2168,438,2025-04-28,755.64,Headphones
2169,438,2025-04-08,327.26,Monitor
2170,439,2025-02-03,683.42,Monitor
2171,439,2025-01-22,63.92,Mouse
2172,439,2025-03-07,351.77,Speaker
2173,439,2025-06-20,506.44,Phone
2174,439,2025-03-29,475.46,Charger
2175,439,2025-11-06,681.53,Charger
2176,439,2025-12-07,900.46,Speaker
2177,439,2025-06-23,624.74,Phone
2178,440,2025-08-13,892.98,Speaker
2179,440,2026-01-15,96.44,Webcam
2180,440,2025-04-05,898.97,Monitor
2181,441,2026-01-15,118.27,Monitor
2182,442,2025-03-18,700.11,Speaker
2183,443,2025-01-31,876.24,Charger
2184,443,2025-10-11,952.58,Laptop
2185,444,2025-11-02,422.37,Charger
2186,444,2025-04-08,932.4,Speaker
2187,444,2025-12-18,353.23,Speaker
2188,444,2025-03-19,740.33,Laptop
2189,445,2025-09-21,197.17,Laptop
2190,445,2025-02-28,873.08,Headphones
2191,445,2025-09-20,836.6,Charger
2192,445,2025-11-11,648.23,Webcam
2193,446,2025-05-23,349.36,Mouse
2194,446,2025-10-11,491.29,Charger
2195,446,2025-06-03,843.49,Speaker
2196,446,2025-07-08,463.43,Tablet
2197,446,2026-01-03,899.3,Monitor
2198,446,2025-08-17,180.02,Monitor
2199,446,2025-08-06,234.51,Mouse
2200,446,2025-12-13,971.02,Laptop
2201,446,2025-10-16,156.85,Monitor
2202,447,2025-09-06,956.65,Tablet
2203,447,2025-05-17,714.69,Monitor
2204,447,2025-03-15,190.46,Tablet
2205,447,2025-09-24,840.94,Tablet
2206,447,2025-10-07,169.64,Phone
2207,447,2025-07-27,50.74,Mouse
2208,447,2025-04-30,578.78,Speaker
2209,448,2025-08-23,375.98,Headphones
2210,448,2025-12-12,566.86,Laptop
2211,448,2025-04-10,668.9,Mouse
2212,448,2025-01-26,156.46,Speaker
2213,449,2025-07-13,975.71,Charger
2214,449,2025-05-18,308.54,Laptop
2215,449,2025-07-23,410.52,Speaker
2216,449,2025-07-19,770.83,Speaker
2217,449,2025-10-10,928.53,Tablet
2218,449,2025-06-15,14.25,Charger
2219,449,2026-01-01,975.85,Mouse
2220,449,2025-05-07,650.77,Monitor
2221,450,2025-11-29,897.02,Tablet
2222,450,2025-02-25,801.58,Speaker
2223,450,2025-03-13,345.3,Phone
2224,450,2025-04-09,734.32,Laptop
2225,450,2025-10-31,148.03,Charger
2226,450,2025-12-06,125.71,Laptop
2227,450,2025-04-19,407.61,Headphones
2228,451,2025-12-15,363.82,Mouse
2229,451,2025-12-22,64.48,Headphones
2230,451,2025-09-30,587.6,Headphones
2231,451,2025-07-22,783.47,Monitor
2232,451,2025-06-18,203.76,Phone
2233,451,2025-06-13,543.03,Speaker
2234,451,2025-08-13,680.29,Phone
2235,452,2025-05-07,400.48,Speaker
2236,452,2025-04-16,324.58,Charger
2237,452,2025-09-03,943.97,Mouse
2238,452,2025-12-31,403.58,Webcam
2239,452,2025-09-17,375.93,Mouse
2240,452,2025-10-28,22.07,Mouse
2241,452,2025-12-22,357.84,Speaker
2242,452,2025-02-07,875.56,Phone
2243,453,2025-06-15,730.57,Speaker
2244,453,2025-06-25,744.11,Webcam
2245,453,2025-06-18,805.65,Monitor
2246,454,2026-01-11,807.62,Webcam
2247,454,2025-05-20,731.32,Webcam
2248,455,2025-06-02,837.16,Phone
2249,455,2025-05-10,152.2,Monitor
2250,456,2025-07-15,988.5,Charger
2251,456,2026-01-18,986.77,Phone
2252,456,2025-12-23,933.82,Webcam
2253,456,2025-06-12,97.56,Webcam
2254,456,2025-04-06,642.42,Monitor
2255,456,2025-06-24,420.37,Charger
2256,456,2025-04-14,467.5,Tablet
2257,457,2025-04-17,194.15,Webcam
2258,457,2025-11-08,296.57,Speaker
2259,457,2025-05-21,51.81,Monitor
2260,458,2025-08-24,310.88,Charger
2261,458,2025-08-23,742.46,Headphones
2262,458,2025-11-26,36.57,Laptop
2263,458,2025-02-23,162.48,Monitor
2264,458,2025-02-17,956.47,Speaker
2265,458,2025-10-14,132.94,Monitor
2266,458,2025-03-13,422.99,Speaker
2267,458,2025-06-23,907.73,Headphones
2268,458,2025-12-12,38.16,Monitor
2269,459,2025-12-25,994.39,Phone
2270,459,2025-11-04,602.9,Mouse
2271,459,2025-09-30,585.26,Webcam
2272,459,2025-03-14,869.66,Speaker
2273,459,2025-02-05,974.52,Phone
2274,459,2025-07-09,379.47,Laptop
2275,459,2025-01-29,846.83,Tablet
2276,460,2025-05-04,67.93,Mouse
2277,460,2025-11-22,466.43,Tablet
2278,460,2025-09-23,363.81,Laptop
2279,460,2025-12-20,279.94,Webcam
2280,460,2025-10-01,639.88,Mouse
2281,460,2025-09-18,58.23,Monitor
2282,460,2025-02-19,534.32,Phone
2283,460,2025-03-19,518.73,Tablet
2284,460,2025-05-11,767.04,Tablet
2285,461,2025-02-23,329.38,Mouse
2286,461,2026-01-17,828.55,Monitor
2287,461,2025-02-17,278.74,Mouse
2288,461,2025-02-01,104.88,Mouse
2289,461,2025-01-18,825.08,Laptop
2290,461,2025-12-21,145.58,Monitor
2291,461,2025-11-02,379.28,Speaker
2292,461,2025-12-12,417.87,Tablet
2293,462,2025-11-15,225.7,Charger
2294,463,2025-07-16,833.26,Charger
2295,463,2025-04-25,617.29,Charger
2296,463,2025-05-04,847.61,Charger
2297,464,2025-11-20,423.17,Phone
2298,465,2025-02-13,820.66,Laptop
2299,466,2025-08-30,354.73,Mouse
2300,466,2025-03-09,147.62,Speaker
2301,466,2025-07-06,890.83,Charger
2302,466,2025-11-25,765.95,Mouse
